Bus,DeviceType,P_pu,Q_pu,I_pu,CurrentAngle_deg,Pmin_pu,Pmax_pu,Qmin_pu,Qmax_pu
1563,1,0.006,0.001,0.00581483687524523,37.6065000833624,-Inf,Inf,-0.005,0.005
3818,1,0.006,0.001,0.00608580070702613,142.284501084525,-Inf,Inf,-0.005,0.005
3690,1,0.006,0.001,0.00608729055042788,146.076564253178,-Inf,Inf,-0.005,0.005
1133,1,0.006,0.001,0.00478147761987851,15.356047502926,-Inf,Inf,-0.005,0.005
1049,1,0.006,0.001,0.00522948808385758,-41.1797075381894,-Inf,Inf,-0.005,0.005
3832,1,0.006,0.001,0.00608565027454432,141.773405173932,-Inf,Inf,-0.005,0.005
471,1,0.006,0.001,0.00470498663575465,40.1814492236991,-Inf,Inf,-0.005,0.005
775,1,0.006,0.001,0.00602462950352147,-80.7349877683417,-Inf,Inf,-0.005,0.005
63,1,0.006,0.001,0.00605823028833085,127.360701910851,-Inf,Inf,-0.005,0.005
3165,1,0.006,0.001,0.00611888425571404,-175.557318557281,-Inf,Inf,-0.005,0.005
1016,1,0.006,0.001,0.00508840767003334,-42.2425807683093,-Inf,Inf,-0.005,0.005
1853,1,0.006,0.001,0.00613656847653909,9.85203008934423,-Inf,Inf,-0.005,0.005
1144,1,0.006,0.001,0.00447126551144874,10.8594723108529,-Inf,Inf,-0.005,0.005
887,1,0.006,0.001,0.00579315615710223,-69.2066352828143,-Inf,Inf,-0.005,0.005
1628,1,0.006,0.001,0.00554664914879491,50.0154107541549,-Inf,Inf,-0.005,0.005
1700,1,0.006,0.001,0.00457248527482012,64.5730986612164,-Inf,Inf,-0.005,0.005
3243,1,0.006,0.001,0.00612886370202316,-176.828212832899,-Inf,Inf,-0.005,0.005
100,1,0.006,0.001,0.0346309035289909,113.447269251776,-Inf,Inf,-0.005,0.005
738,1,0.006,0.001,0.00569943928676402,-92.5481243603273,-Inf,Inf,-0.005,0.005
2301,1,0.006,0.001,0.00616767354266506,-60.4846368835208,-Inf,Inf,-0.005,0.005
1884,1,0.006,0.001,0.00618525427095303,7.61245198503203,-Inf,Inf,-0.005,0.005
129,1,0.006,0.001,0.0152687888218963,-122.206831768303,-Inf,Inf,-0.005,0.005
3,1,0.006,0.001,0.0357586065183849,124.164390706445,-Inf,Inf,-0.005,0.005
2230,1,0.006,0.001,0.00614142136732701,-57.6002042047126,-Inf,Inf,-0.005,0.005
2187,1,0.006,0.001,0.00614813529516352,-56.9360993410769,-Inf,Inf,-0.005,0.005
1713,1,0.006,0.001,0.00264433659370193,60.1668969799445,-Inf,Inf,-0.005,0.005
2830,1,0.006,0.001,0.00663447789919792,-156.675564047755,-Inf,Inf,-0.005,0.005
2496,1,0.006,0.001,0.00609418328126097,-78.0137615638813,-Inf,Inf,-0.005,0.005
3161,1,0.006,0.001,0.0061186221965774,-176.008352094187,-Inf,Inf,-0.005,0.005
518,1,0.006,0.001,0.00819023623037393,45.761070662401,-Inf,Inf,-0.005,0.005
3539,1,0.006,0.001,0.00609273752316807,148.506772721209,-Inf,Inf,-0.005,0.005
1723,1,0.006,0.001,0.003493455793966,63.833194901971,-Inf,Inf,-0.005,0.005
2784,1,0.006,0.001,0.00671044379893234,-140.93845216878,-Inf,Inf,-0.005,0.005
122,1,0.006,0.001,0.0553323759352278,91.5195439343563,-Inf,Inf,-0.005,0.005
990,2,0.0243497546761761,-2.48713490285308,2.48725409549222,58.2727125623072,-2,2,-2,2
288,2,-0.0193273539453163,-1.35213525609642,1.35227338115836,-156.223155079886,-2,2,-2,2
3778,2,0.0119999998705294,0.0059987257356456,0.0134158379292612,125.285163738235,-2,2,-2,2
3822,2,0.0120000003851437,0.0175566137974501,0.0212658105247899,95.8379841521573,-2,2,-2,2
3794,2,0.0119999990113306,0.00929599147213626,0.0151794411531508,114.381631799067,-2,2,-2,2
1423,2,0.0130730168916707,-0.360153617760975,0.360390804761953,123.440497014037,-2,2,-2,2
862,2,0.014896618125623,-0.243529776738363,0.243984961400938,25.9956469327991,-2,2,-2,2
1818,2,0.014593042512577,0.825298750528116,0.825427758506487,-45.6778166811212,-2,2,-2,2
1879,2,0.0121099205255588,0.294407826824039,0.294656781137629,-70.96974719326,-2,2,-2,2
1039,2,0.013890952716963,-1.68037068534977,1.68042809984546,57.6279377940336,-2,2,-2,2
670,2,0.0538138435260161,4.52000605090167,4.52032638533356,152.096131612975,-2,2,-2,2
3051,2,0.0120001768856765,0.0526374072270786,0.0539879698162177,120.852558428588,-2,2,-2,2
3199,2,0.0120000224729782,0.071335701786981,0.0723379768088179,112.891701547127,-2,2,-2,2
2025,2,0.0161144255819555,1.22150152764615,1.22160781626253,-115.054031222875,-2,2,-2,2
80,2,-0.0171023077139268,5.70650675940785,5.70653238701899,22.4832103811824,-2,2,-2,2
2555,2,0.0120009201170077,0.0590006012946061,0.060208745517407,-150.988301976417,-2,2,-2,2
1836,2,0.0151270699538062,0.521397731023273,0.521617122189834,-68.1885954811797,-2,2,-2,2
1745,2,0.0732675290054046,-4.09351428477347,4.094169919587,163.926822284919,-2,2,-2,2
310,2,0.191662887699548,-7.55327270140098,7.55570401512993,-83.1610257665279,-2,2,-2,2
1256,2,0.012539379314806,-0.217235138425227,0.217596740325373,118.106259288399,-2,2,-2,2
739,2,0.413149983492668,-1.91328815060482,1.95738715028601,0.0927272063420069,-2,2,-2,2
710,2,-0.0545038980361997,-1.84028381891445,1.84109076611108,3.05485675069654,-2,2,-2,2
3224,2,0.0120000056141497,0.067378572599925,0.0684388207112235,112.505400420944,-2,2,-2,2
3799,2,0.0120000000029715,0.000740840159714681,0.0120228467599633,148.565194405336,-2,2,-2,2
3978,2,0.0119999991287644,0.0198043600226424,0.0231562659985754,91.4682394472138,-2,2,-2,2
3201,2,0.0120000059133112,0.0352965802520933,0.0372806748787085,122.037036916725,-2,2,-2,2
321,2,0.950855766549175,-13.1554198519895,13.1897383662792,-87.6324001173039,-2,2,-2,2
597,2,0.130275006112639,7.65940465153403,7.66051246282902,154.577733746363,-2,2,-2,2
2007,2,0.0194042599890142,1.07962204931646,1.07979641353174,-104.379811743344,-2,2,-2,2
949,2,0.00758956526013915,-2.40694025571114,2.40695222139195,45.0145566869559,-2,2,-2,2
563,2,0.0620467432313489,8.54112150597316,8.54134687143326,-88.839945576813,-2,2,-2,2
1629,2,0.250248641141471,-11.820193058747,11.8228418042552,149.273505911699,-2,2,-2,2
837,2,0.0199585889230937,-1.12782681591736,1.12800340069261,26.5731107302135,-2,2,-2,2
752,2,0.0124055365122116,-0.213811223491688,0.214170811800227,15.8617496755062,-2,2,-2,2
2403,2,0.0120020764171022,0.178148305817063,0.178552145615256,-150.163889978928,-2,2,-2,2
2962,2,0.0120036059903107,0.229587330923352,0.229900911432032,113.456982198312,-2,2,-2,2
3493,2,0.0120000106406081,0.0495142054570388,0.0509475887301505,82.0831143374651,-2,2,-2,2
514,2,0.0544854299024478,3.63153865001408,3.6319473603864,-33.8123892200769,-2,2,-2,2
424,2,-0.210843159255767,-4.83595824317178,4.84055234115964,100.337788413611,-2,2,-2,2
698,2,0.0208704295106454,-0.543600474155515,0.544000965376037,-10.9775918308835,-2,2,-2,2
3847,2,0.011999999544679,0.0132586161439546,0.0178826980941084,103.195551066968,-2,2,-2,2
3440,2,0.0120000030167574,0.0310680677997745,0.0333050282872357,89.9388441281341,-2,2,-2,2
3443,2,0.0120000143876736,0.0434973304031182,0.045122257229691,84.163620139348,-2,2,-2,2
453,2,0.360709174716116,-4.75104477110547,4.76471799016196,118.23144694297,-2,2,-2,2
2566,2,0.0120002645024874,0.138911854705236,0.139429228376902,-158.688711304675,-2,2,-2,2
776,2,0.0265621056371333,-1.18219046866684,1.18248883701394,16.933718819009,-2,2,-2,2
1575,2,0.0431552079427424,-3.48949857271417,3.48976541632053,144.750115676373,-2,2,-2,2
1561,2,0.0102121364906648,-3.64651346267706,3.64652776229892,137.548390962579,-2,2,-2,2
479,2,0.079405087117052,-0.354926254898732,0.363700170850257,134.887580864751,-2,2,-2,2
3597,2,0.0120000026821706,0.0535358044329173,0.0548642180355437,79.9219816347992,-2,2,-2,2
249,2,-0.586819473898187,2.82476290100803,2.88507236336585,6.41854200892893,-2,2,-2,2
2575,2,0.0119933654383909,0.130445580867704,0.130995764750054,-160.223113359396,-2,2,-2,2
2,2,-2.35036539166964,1.67215738244374,4.09238108794403,-144.622557099164,-2,2,-2,2
1452,2,0.0119417909933798,-1.04082947362452,1.04089797748752,125.129984685667,-2,2,-2,2
1459,2,-0.0354597022660072,-1.296800132372,1.29728484682618,128.308492833079,-2,2,-2,2
1266,2,0.0135646277993846,-0.665674953929781,0.665813144520857,120.189357385192,-2,2,-2,2
1253,2,0.0129734273417588,-0.507514299648869,0.507680090376877,119.957497688406,-2,2,-2,2
859,2,0.0105523209390671,-1.07243539001234,1.07248730399391,29.2036096253158,-2,2,-2,2
1929,2,0.0126299130147816,0.722785747677927,0.722896086411527,-92.4892359856392,-2,2,-2,2
1308,2,0.0140406645484573,-1.12169281982462,1.12178069260754,121.188086956796,-2,2,-2,2
3089,2,0.0120002810130551,0.0868365595934393,0.0876618208025434,115.500345068696,-2,2,-2,2
381,2,0.594084190945416,-9.31442363261041,9.33335007559786,90.6310051417716,-2,2,-2,2
2714,2,0.0120138670468978,0.37835289439616,0.378543584940192,161.852642988168,-2,2,-2,2
2498,2,0.0120024180558516,0.112295433251043,0.112935036052709,-152.089267033149,-2,2,-2,2
2204,2,0.0120123227936279,0.139548576760796,0.140064632134105,-132.492915460919,-2,2,-2,2
3728,2,0.0119999986390376,0.0162492794623096,0.020199976494569,101.730196450615,-2,2,-2,2
2055,2,0.0120706737818768,0.258956507456215,0.259237678433265,-118.210134370141,-2,2,-2,2
258,2,-1.55243374495378,1.66624961343467,2.27737531091,-24.9232498685257,-2,2,-2,2
1731,2,0.230154034800699,-12.8723321076864,12.8743894911685,161.534078294956,-2,2,-2,2
922,2,0.0124404819236644,-0.47278151411315,0.47294516138514,37.421600373119,-2,2,-2,2
2206,2,0.0119960580358442,0.150285308358686,0.150763322187012,-133.63764764084,-2,2,-2,2
2749,2,0.0120044082131053,0.254003894640871,0.254287404936378,159.41131402289,-2,2,-2,2
1904,2,0.0051189589394435,0.566560403521762,0.566583528333966,-79.9916860470481,-2,2,-2,2
488,2,0.0169994604058779,0.454859041001255,0.455176590824564,-31.3341714130442,-2,2,-2,2
893,2,0.0117065167016942,-0.711871220925082,0.711967469562096,29.6038143762515,-2,2,-2,2
2989,2,0.0120001647056202,0.0529236558165432,0.0542670922194099,122.947778050836,-2,2,-2,2
2653,2,0.012001129925669,0.137971011102956,0.138491974584323,-163.76071711206,-2,2,-2,2
2226,2,0.0120026501194863,0.150940868275249,0.151417334957319,-133.955306166449,-2,2,-2,2
1956,2,-0.00566120076021648,2.57120039157255,2.57120662390576,-101.026970162113,-2,2,-2,2
1202,2,0.117459762688239,-2.65665106752711,2.65924645161815,117.089165786941,-2,2,-2,2
