Bus,DeviceType,P_pu,Q_pu,I_pu,CurrentAngle_deg,Pmin_pu,Pmax_pu,Qmin_pu,Qmax_pu
985,1,0.006,0.001,0.00518545299396855,-41.774067464515,-Inf,Inf,-0.005,0.005
1165,1,0.006,0.001,0.00454007151397238,11.894677062035,-Inf,Inf,-0.005,0.005
1186,1,0.006,0.001,0.00531369609708574,18.9317075535231,-Inf,Inf,-0.005,0.005
1852,1,0.006,0.001,0.00615352369146809,8.20777660792478,-Inf,Inf,-0.005,0.005
2632,1,0.006,0.001,0.00615056770683604,-87.6510933765176,-Inf,Inf,-0.005,0.005
444,1,0.006,0.001,0.0042393389624961,30.3328491046955,-Inf,Inf,-0.005,0.005
3462,1,0.006,0.001,0.00610090247516153,149.213226331737,-Inf,Inf,-0.005,0.005
1521,1,0.006,0.001,0.00517444384068893,29.2942632193422,-Inf,Inf,-0.005,0.005
1022,1,0.006,0.001,0.00486100657301985,-40.3224867584402,-Inf,Inf,-0.005,0.005
1230,1,0.006,0.001,0.00582251965990219,21.4940787422653,-Inf,Inf,-0.005,0.005
704,1,0.006,0.001,0.00585115396349337,-102.985038313481,-Inf,Inf,-0.005,0.005
711,1,0.006,0.001,0.00597886102106629,-98.9824226061179,-Inf,Inf,-0.005,0.005
996,1,0.006,0.001,0.00517702227420534,-42.6929837232153,-Inf,Inf,-0.005,0.005
1380,1,0.006,0.001,0.00583418470264022,25.1811283661074,-Inf,Inf,-0.005,0.005
2693,1,0.006,0.001,0.00620000101596285,-120.245467265528,-Inf,Inf,-0.005,0.005
1907,1,0.006,0.001,0.00637699195789456,-6.67003271693773,-Inf,Inf,-0.005,0.005
843,1,0.006,0.001,0.00576629526506655,-74.754478847475,-Inf,Inf,-0.005,0.005
691,1,0.006,0.001,0.00560675380991166,-115.481600348025,-Inf,Inf,-0.005,0.005
2142,1,0.006,0.001,0.0061854921287733,-53.0955449060592,-Inf,Inf,-0.005,0.005
783,1,0.006,0.001,0.00580495290223557,-76.9419742838873,-Inf,Inf,-0.005,0.005
3428,1,0.006,0.001,0.00611051946169231,149.467198754999,-Inf,Inf,-0.005,0.005
3613,1,0.006,0.001,0.00609129483014642,147.44335297265,-Inf,Inf,-0.005,0.005
2631,1,0.006,0.001,0.00615197479212064,-87.5836956845947,-Inf,Inf,-0.005,0.005
621,1,0.006,0.001,0.0306167060569546,-120.330581029864,-Inf,Inf,-0.005,0.005
3399,1,0.006,0.001,0.00611367449109347,149.550634001266,-Inf,Inf,-0.005,0.005
3697,1,0.006,0.001,0.00608870358198123,145.947751573156,-Inf,Inf,-0.005,0.005
3189,1,0.006,0.001,0.00611947940502851,-176.52155423377,-Inf,Inf,-0.005,0.005
2179,1,0.006,0.001,0.00613938849873129,-55.6967724530445,-Inf,Inf,-0.005,0.005
1567,1,0.006,0.001,0.00563042067510493,37.8263698938289,-Inf,Inf,-0.005,0.005
90,1,0.006,0.001,0.0131284906938402,112.764565322737,-Inf,Inf,-0.005,0.005
3542,1,0.006,0.001,0.00609299056040811,148.473656340146,-Inf,Inf,-0.005,0.005
147,1,0.006,0.001,0.00845165569106052,-156.400857966376,-Inf,Inf,-0.005,0.005
3387,1,0.006,0.001,0.00612627983793965,149.979030988796,-Inf,Inf,-0.005,0.005
3053,1,0.006,0.001,0.00609805223421799,-171.433978883225,-Inf,Inf,-0.005,0.005
3176,1,0.006,0.001,0.00609183358378309,-176.078875648941,-Inf,Inf,-0.005,0.005
1511,1,0.006,0.001,0.00511968803653006,29.3963932477503,-Inf,Inf,-0.005,0.005
138,1,0.006,0.001,0.00676796182225062,167.528506763276,-Inf,Inf,-0.005,0.005
3888,1,0.006,0.001,0.00608913541863942,141.338434804514,-Inf,Inf,-0.005,0.005
3892,1,0.006,0.001,0.00608981347028347,141.332623691621,-Inf,Inf,-0.005,0.005
2382,1,0.006,0.001,0.00615532786963474,-72.8443390508704,-Inf,Inf,-0.005,0.005
500,1,0.006,0.001,0.00689981613153886,47.0717917555414,-Inf,Inf,-0.005,0.005
3727,1,0.006,0.001,0.00608352096097975,145.806331949233,-Inf,Inf,-0.005,0.005
2853,1,0.006,0.001,0.00661148455195267,-157.20720515087,-Inf,Inf,-0.005,0.005
1808,1,0.006,0.001,0.00623931389459979,44.6714939785118,-Inf,Inf,-0.005,0.005
2171,1,0.006,0.001,0.00616493450252855,-54.9496140857079,-Inf,Inf,-0.005,0.005
824,1,0.006,0.001,0.00583332677398144,-74.5715648878537,-Inf,Inf,-0.005,0.005
2148,1,0.006,0.001,0.00618533481215854,-53.4991930844521,-Inf,Inf,-0.005,0.005
750,1,0.006,0.001,0.00597687002869579,-80.4527672617026,-Inf,Inf,-0.005,0.005
1517,1,0.006,0.001,0.00514377708553695,29.2621598833175,-Inf,Inf,-0.005,0.005
1324,1,0.006,0.001,0.00585529170701967,22.5699099743464,-Inf,Inf,-0.005,0.005
2583,1,0.006,0.001,0.00613584215137587,-86.5910077565917,-Inf,Inf,-0.005,0.005
1194,1,0.006,0.001,0.00468994776041924,14.2285295983563,-Inf,Inf,-0.005,0.005
