P,Q,V_mag,V_theta,I_max_tail,I_min_tail,I_avg_tail,Iphase_max_tail,Iphase_min_tail,Iphase_avg_tail,I1_avg_tail,I2_avg_tail,I3_avg_tail,V1_avg_tail,V2_avg_tail,V3_avg_tail,V_avg_tail,Vphase_avg_tail,P_avg_tail,Q_avg_tail
20.0,90.0,70.0,60.0,2.119433792772662,2.112703699876311,2.115826294049494,-0.3124379014733724,-0.3256716310323246,-0.31587287732237435,2.114700722754053,2.1172358787393883,2.1159141312900016,20.519530464828026,20.51917657015801,20.525935342614943,20.46807667378395,0.672257384409581,0.6715195698317407,0.5506150383931443
50.0,0.0,90.0,-30.0,0.910824641763218,0.9067222139174536,0.9080263853612904,-1.5166100136940193,-1.5265500488583943,-1.5219890568429577,0.9079512579387703,0.9087687503491766,0.9076784115999984,24.755144914110875,24.758669155509068,24.748141390084218,24.715556024963234,-0.9917943975301657,0.3891171015526449,0.03730839319164112
50.0,20.0,40.0,0.0,1.1953745754330352,1.18035539901366,1.1898034993031703,-1.204651357749463,-1.2419334093236467,-1.2173618209487542,1.1899370213062137,1.189764621686945,1.1902921373302398,11.444670163093498,11.447665264694338,11.447763032073462,11.44435143992106,-0.3683449071625252,0.2234230542773859,0.1431945913999119
50.0,20.0,20.0,120.0,1.2895129469833673,1.1474533831283025,1.2335125159806921,1.1596217183305253,0.3143425282312263,0.846127918570333,1.2365736381655996,1.2348233432994449,1.2380846573294133,6.128081490540006,6.132468115353798,6.126653655209039,6.124811206444814,1.8690873271443262,0.11161759800664196,0.1368921126238227
0.0,100.0,0.0,-30.0,2.1148113772935075,2.1017105374740352,2.1078021598788426,-2.725877244670297,-3.0167047620638017,-2.86655790257103,2.1076091975899507,2.108215988740014,2.1077744120292685,3.2074953374677917,3.2060574801060175,3.205685694337885,3.1786755554112838,-0.7750061153636085,0.0010539038087939844,0.33219992660059056
20.0,90.0,10.0,0.0,2.117707546161808,2.104881791240814,2.1116583527643584,-2.749179961872191,-2.926836989546141,-2.8523867919876507,2.111747864115573,2.112157680877409,2.111239728936128,5.913211979498949,5.914565210088242,5.915166224666714,5.891508721879422,-0.650991193912997,-0.021919559854884692,0.43077525589375054
50.0,0.0,10.0,-30.0,1.3040161346373869,1.0964865321041264,1.1852760154682564,0.2528588070900891,-0.674378998871298,-0.23032760339357775,1.2323175682774543,1.22584218240119,1.224571873489809,1.9113391551729886,1.8728673839885268,1.8418472375643682,1.1856918336199054,-0.7394238835063427,0.013889487946315206,0.06641103417992018
0.0,90.0,60.0,120.0,2.146741122743415,2.12362024599307,2.1302313228557765,-0.546443667978056,-0.588296100175392,-0.5561910950872218,2.1314521633616854,2.129652221287111,2.129298029772391,19.770246008677592,19.762578329269076,19.775790130175675,19.731767775757948,1.5651881210924545,-0.019228067642986426,0.9380066807733265
20.0,50.0,100.0,-60.0,1.013853699523381,0.9896778682690134,1.0041727784079808,3.0682897047834885,3.043341504727245,3.057296856517671,1.0060655340862346,1.0049733206856029,1.004441530248146,28.997854987451543,29.007355512876096,29.001610830317606,28.867717214359512,-1.5485717425355303,0.204671064659935,0.499106093921871
50.0,50.0,70.0,0.0,1.3216916414313933,1.318997617750624,1.3204487112627343,-1.7063652814776933,-1.7106447947587913,-1.7082091730270157,1.3225881102935448,1.3202306061019797,1.3188492753948566,20.58379512433332,20.574175781351283,20.576795739773754,20.529938954673028,-0.4470807547767307,0.3480337699604504,0.3963339966391675
