P,Q,V_mag,V_theta,I_max_tail,I_min_tail,I_avg_tail,Iphase_max_tail,Iphase_min_tail,Iphase_avg_tail,I1_avg_tail,I2_avg_tail,I3_avg_tail,V1_avg_tail,V2_avg_tail,V3_avg_tail,V_avg_tail,Vphase_avg_tail,P_avg_tail,Q_avg_tail,V1_inv_tail,V2_inv_tail,V3_inv_tail,I1_inv_tail,I2_inv_tail,I3_inv_tail
20.0,0.0,0.0,60.0,0.7061190094217581,0.4705143310372723,0.5938132433528518,-0.1771359287378472,-1.1340726976971531,-0.6671730927333944,0.7321359077443643,0.7316519364162665,0.7316517289534747,1.927383349434486,1.9305793778583378,1.9357696630744397,0.9284472301684932,1.4143191503825552,0.0004733043325337444,0.05568956021427769,0.06040698922751387,0.060459082266853696,0.0605765283453658,0.0926022261938099,0.09254849880898401,0.0926227910164054
50.0,0.0,60.0,-60.0,1.1759312984223218,1.1514888467061335,1.1567913787772068,-1.881949582433968,-1.9185605734092217,-1.9105333374690368,1.1566151972082994,1.1561305026309332,1.156854181654448,16.282729048640533,16.28782060809571,16.293066343866048,16.27175724547453,-1.4650577669534146,0.32509719773916945,0.03744001365580016,0.1864044126850739,0.18647235398039208,0.18628928683471263,0.1467786999782532,0.14681712392239885,0.1468721609821809
20.0,0.0,10.0,-30.0,0.7079079913140841,0.5345251705602817,0.6234621116970547,-1.087350467748632,-1.4906013520024477,-1.298760058375705,0.7191244243255985,0.7219018043227804,0.7213142896709268,3.1084374947871085,3.08105510446973,3.1013033138783377,2.6705979102702795,-0.6994202791101983,0.02887424578957473,0.04285043166841909,0.06064728861858088,0.060401139012304726,0.060809783703113324,0.09122279968357618,0.09149819956358639,0.09118222188512812
20.0,20.0,100.0,-30.0,0.5863792317336525,0.5564736713361436,0.5731491672064057,-2.278615555004542,-2.335912573764363,-2.3039582372275933,0.5749280322219325,0.5726587598222734,0.5735462233285311,28.15569176312389,28.161427992407745,28.156795619792874,28.074267648764597,-1.0243669492869714,0.20345368170998468,0.19947933336355703,0.33356176685599803,0.33362838704843667,0.33350038433103885,0.07161126412428076,0.07145396640614288,0.07173616085564795
20.0,20.0,30.0,0.0,0.8445903885064011,0.8349971827353325,0.8408869237856674,-1.7738568026138724,-1.82252969149816,-1.7919056896896512,0.8416242524284232,0.8409389477372615,0.8407107701014027,9.175401526087976,9.173632371485922,9.168810313672273,9.159159276401722,-0.4217520771455128,0.08838048415023629,0.13325161229597146,0.12635594521009136,0.1262753305509382,0.12621294913436956,0.10631123402365014,0.10619835081368367,0.10628547317862974
90.0,0.0,30.0,-60.0,2.14658221668996,2.0187371853535936,2.091870699524834,-0.4031925073820994,-0.7222763954163156,-0.5666537188434323,2.1222050249147264,2.1221671152791357,2.1186272759829925,5.303068916094181,5.3363096065480145,5.322344784061257,5.108963568239621,-1.5424285840761627,0.015627208368068995,0.04860300191857575,0.04414651092777848,0.04448813603508134,0.04410128234682196,0.2697484195366832,0.2692532212736162,0.2692782098825368
20.0,50.0,20.0,30.0,1.423543071780158,1.4014162891455062,1.4129823860613642,-1.455197115337407,-1.6818725883368797,-1.5392064810531554,1.4128711881511884,1.4135803036784047,1.4136690883512628,7.4125033261092,7.410104837096764,7.408162322899628,7.399190590249449,0.15187886866563555,0.07079733418765977,0.2629680583203987,0.12764796780982132,0.1275484223028607,0.12755745735163837,0.1788358512384315,0.1789383218485812,0.17884645850983436
20.0,0.0,100.0,0.0,0.4298019841416138,0.4210603555771772,0.4258750572283289,-0.9953740882738096,-1.032509031113731,-1.014125697800917,0.42748668398289685,0.42394810004815436,0.4270923490224675,27.519071838452028,27.51558799483597,27.510745742482364,27.477357231799253,-0.5002173153782493,0.20310550344542655,3.979835909082861e-05,0.31347206318393994,0.3131480316449386,0.3132982355381767,0.054025951170427,0.05398217291429671,0.05442958024972223
0.0,90.0,100.0,0.0,1.5449980947897948,1.5338963304570588,1.5395263163395143,-2.604044726339101,-2.618849582001684,-2.6112219326270485,1.5413700684473992,1.540279669907726,1.5379961858357512,29.994473044822946,29.987365152825536,29.98094612756157,29.80809620795974,-0.5233228968029818,0.007278698203603094,0.9000326053120036,0.391375316742947,0.39132557113821137,0.39098633788214104,0.1936577894113478,0.19323773394586186,0.19337396184689373
20.0,0.0,80.0,-60.0,0.4455582200864683,0.4351080097388435,0.43894477595099957,-2.19245312864467,-2.2362287425206646,-2.2096510138816945,0.43934056538829686,0.4377218319233554,0.4403618077393882,22.09948634495246,22.10325485670542,22.104433644814645,22.080431148593263,-1.541005891652125,0.16637497718782338,0.029161786384352115,0.2538404947489268,0.2537481340156064,0.25398497934844677,0.055378178555701735,0.05550331390156967,0.055701804619709555
