P,Q,V_mag,V_theta,I_max_tail,I_min_tail,I_avg_tail,Iphase_max_tail,Iphase_min_tail,Iphase_avg_tail,I1_avg_tail,I2_avg_tail,I3_avg_tail,V1_avg_tail,V2_avg_tail,V3_avg_tail,V_avg_tail,Vphase_avg_tail,P_avg_tail,Q_avg_tail,V1_inv_tail,V2_inv_tail,V3_inv_tail,I1_inv_tail,I2_inv_tail,I3_inv_tail
20.0,0.0,80.0,-30.0,0.0469632759384435,0.0462331437561701,0.04669255731417607,-0.7024215598750011,-0.7299098104757037,-0.7888705908069412,0.37336999171095625,0.36903993364523,0.37070005321079347,22.150278627920176,22.160187804376232,22.142378404194094,0.7144655608545643,-0.5177747135326266,0.1378650687372905,0.03739171406427953,0.2551416607154585,0.25528488100653,0.2551731624395647,0.04674988863356707,0.046464356409359885,0.04700763033949388
20.0,90.0,10.0,-60.0,0.2684345028824316,0.2666121137850919,0.26752574068782914,-2.2268884098688417,-2.4034670087132133,-2.146316009087977,2.1118483040628973,2.11162818880037,2.1115965814990947,5.913984011814249,5.914040994495179,5.916022771630279,0.8821348397616342,-2.1153504836525827,-0.021974910531477678,0.4307544551384571,0.13491797997926544,0.13480523677515108,0.13492662804737957,0.26755343226849004,0.26751891954907964,0.26753690386019185
50.0,20.0,100.0,-90.0,0.1384939848903821,0.1353261842690472,0.1370311678522593,-0.7375393308910326,-0.7535372485111926,-0.9027257434345994,1.0830612833871216,1.08513318755349,1.0844268081934003,28.000640784753198,28.00345024655693,27.99304676025359,0.7386521563545239,-0.8929685102243902,0.5029984785312552,0.20020257785246715,0.33057937640200086,0.3306490295265004,0.33041029716929,0.13708356051307677,0.1372590984725764,0.13699213643951244
20.0,0.0,100.0,30.0,0.0543451849186893,0.0531237781177488,0.05382688541723657,-0.438390597581319,-0.4755930179775341,-0.5239466108949511,0.42544754892326747,0.42188981974883777,0.4251515561007108,27.519547031045594,27.516083569205854,27.511547952335924,0.7144655613155564,-0.5177747153425126,0.2021327225467498,9.044740539631165e-05,0.31348941374103756,0.3131601995571378,0.31331448021625014,0.05376092758108887,0.05373000466896571,0.05417863789204169
0.0,20.0,0.0,-90.0,0.1157131701492997,0.0962176030480626,0.1062050206952649,-1.9561993179349957,-2.12015199989273,-2.0879766243680393,0.8800881502288581,0.8809787150913102,0.8812380102628885,1.8903823174133008,1.9069476052615926,1.8979395567000286,0.7416904760479439,-2.021483629734737,0.0005545165184598667,0.06470386158563447,0.057162565269719495,0.057207339778457635,0.056924930004428366,0.11163780010376827,0.11171850407869484,0.11161839452783372
20.0,50.0,60.0,0.0,0.1390009127984356,0.1384175681996928,0.13870564079618392,-1.6930497242431606,-1.7003533804353497,-1.783025720602799,1.1025583994028683,1.1012066994947078,1.103058052531613,18.07691280875054,18.07572538828187,18.075119604131807,0.7781953178141641,-1.6393451525266494,0.12180331405932103,0.3776650413927004,0.23900091913750873,0.23920030956503907,0.23910189890829833,0.13862143109280056,0.13868273086762092,0.13886977590992636
0.0,100.0,20.0,120.0,0.2685611216806628,0.2670007320322247,0.2677472154124252,-2.166175621531353,-2.220562394803267,-2.131709036409098,2.1143684346727536,2.1155474505456695,2.114744376228043,8.721770115651372,8.724222730364477,8.716427891033998,0.8986400408060217,-2.1118219595445176,-0.019614862778098964,0.5339478307492638,0.16734896282306178,0.16727963598964493,0.16736264976349396,0.26776858425666794,0.26782014649009755,0.26766094647316485
20.0,20.0,90.0,-60.0,0.0787487040017055,0.0772722378326162,0.0781517251353406,-1.217553844311847,-1.2428280221145478,-1.3060964234055532,0.6254792784567276,0.6258240433198499,0.6251975005015376,25.423782976137133,25.422948601980814,25.419656531510757,0.7413292889685686,-1.2784352828708796,0.201502729345286,0.1999181188037687,0.3037227457347722,0.3035212613503144,0.30347705519576423,0.07826090282321099,0.07822478497055617,0.07817101669779183
0.0,20.0,0.0,-30.0,0.115690018670421,0.0961005433897673,0.10621228339137966,-1.9483325618054803,-2.115744644054256,-2.0882394914110245,0.8805957521628844,0.8809593234292005,0.8823581180123642,1.883163101667013,1.8986910515009088,1.9077651958156314,0.7417844170660682,-2.022379355798979,0.0005345939753666601,0.06490326691106475,0.05723153917126892,0.05706925756956487,0.05723526401652637,0.11167548850444917,0.11179508893104977,0.11178831387796768
90.0,0.0,120.0,-90.0,0.2055520243313837,0.204077558395723,0.20484047348566464,-0.3041010273315058,-0.3161025756926852,-0.5237604211798614,1.6128136726267956,1.6107152510644034,1.6147465498929268,32.70603776675514,32.704097993861005,32.69526149889721,0.7038431738213098,-0.5213865198383494,0.9034698966318491,0.00016861255900928074,0.3691706485732322,0.3690713239909321,0.36890001884766366,0.2046540284511417,0.20491393841789024,0.20514958579400083
100.0,0.0,70.0,-30.0,0.2447712673788497,0.2440965851081834,0.24457249856498534,-0.146844243259885,-0.1535368230568658,-0.5959215730302984,1.9256321737668454,1.925321842944198,1.9259028853789855,18.425818086673566,18.42617208464243,18.42014579363782,0.70193352058204,-0.5211129987552692,0.5988219959817814,0.0434302782882082,0.20528798643032958,0.20533605219074333,0.20529572773353597,0.244552072399249,0.24459092165115126,0.244625115569902
0.0,20.0,30.0,60.0,0.0873084351098048,0.0838807636532457,0.08575815711031275,-2.066347179789379,-2.1329082412512053,-2.090519776191568,0.6820463747017073,0.6807914966094023,0.6850659820403991,9.343209213872258,9.324308556802285,9.31789922041284,0.7417844182000229,-2.0223793648485775,0.000715094126364119,0.1308255230450874,0.12886187386317396,0.12846372478775045,0.12899585465324911,0.08562691857886824,0.08607619028989208,0.0862468996885354
50.0,50.0,60.0,60.0,0.1747103750945011,0.174232581605528,0.17449944411259544,-1.1471145659245818,-1.1536762499401032,-1.3856441588790918,1.3806885652608436,1.3828036296455388,1.3813834453253033,17.84171283569666,17.837458660771954,17.830372439556083,0.7754715959546923,-1.2499187535032135,0.3193224447984957,0.3722282796832772,0.23486993566791106,0.23474922222611924,0.23474801063494405,0.17454244615825731,0.17462472111060556,0.17436084353475087
50.0,50.0,110.0,-30.0,0.156598782879097,0.1547385369756092,0.15577940110395233,-1.165387576081106,-1.172759752921924,-1.2950531695581822,1.2425231465510156,1.2374207550777303,1.2378148543869907,31.571765780731592,31.560471046763595,31.54810962047793,0.7754715957589232,-1.2499187529995024,0.5157937781762885,0.5000080406627005,0.3866570237024471,0.3863441541598538,0.3864879172137783,0.15605020756385574,0.155466754303835,0.1561229552747553
50.0,0.0,10.0,90.0,0.1601597953860951,0.138112640336855,0.14759907678416173,0.9141076779827136,0.0168250617212576,-1.6266577512590865,1.1994584363616354,1.1988566285274393,1.1980816271428707,2.128647093003848,2.157861994792862,2.158338176399915,0.7115438113801812,-0.521938565574292,0.03010096344858909,0.06731405889729766,0.051698551877642794,0.052519942177744465,0.05321927592726359,0.15214029661878944,0.15207279892743134,0.15221627428659926
50.0,50.0,80.0,90.0,0.1612981477732929,0.1606622451480204,0.1610562327581692,-1.1713365072771862,-1.1760445090778742,-1.3441947791930475,1.2776457784640423,1.2762935052134095,1.278597946186651,23.282098150630713,23.27435440731988,23.2780255690108,0.7754715959546923,-1.2499187535032135,0.38611992843903664,0.4138385374377039,0.29379603607358107,0.29406246945184095,0.2940550283962605,0.16092981990623803,0.16105909128883583,0.16123648139366856
20.0,20.0,60.0,60.0,0.0821618726341402,0.0816518965575659,0.08198739005654586,-1.3882310783566547,-1.4098004220163969,-1.4941295325847237,0.6529711306058802,0.6536255213449486,0.6539338030570729,17.29738989852137,17.30319014574412,17.29233316299445,0.7413331549127241,-1.2784556698435503,0.11860683713422157,0.17304743448826143,0.21414906498238587,0.21417801113476417,0.21402068374197014,0.08195068045506665,0.08208437559051625,0.08200269709694373
0.0,20.0,110.0,-60.0,0.0473254444120884,0.0452955457730196,0.04609743594165717,-2.022417407068616,-2.0658473193033453,-2.0433928034813156,0.38257682232631,0.3817582948455358,0.3787142313051525,30.928355908762747,30.923805775655364,30.909759653712577,0.7417823410963922,-2.0223577115528926,0.011169236225618261,0.20002315552909447,0.3640700554296971,0.36396668431964324,0.36377960467920334,0.04659005175848091,0.0461213846105604,0.04623488892164529
0.0,50.0,110.0,-30.0,0.108763742419529,0.1070349605099556,0.10794273069308528,-2.076815701273476,-2.088398243139256,-2.0839526124227388,0.8697711447091828,0.8680978058785932,0.8676507485082846,31.688079964445944,31.674036583667487,31.674582537104794,0.7788683364414275,-2.0423203777171333,0.006826058417178316,0.4999502932864698,0.3888202518473873,0.3887643558047686,0.3883005590704518,0.10816359221177876,0.10791739009831863,0.10811726698099382
90.0,20.0,60.0,120.0,0.2305581603808438,0.2294816573057281,0.2302617022176619,-0.3593800115091409,-0.3721853080143817,-0.8332370353949177,1.8154660719395657,1.8147852028258262,1.815051368323896,16.328451389650755,16.330500139326155,16.321942949077837,0.7318913569027232,-0.739877267038199,0.5126929779730023,0.16408886120144828,0.19549694594092254,0.19557005722687384,0.19558791449210855,0.23028777834910952,0.23024322471656766,0.23032670185691528
20.0,20.0,50.0,-60.0,0.0876901640455879,0.0873461233522553,0.08754161766627107,-1.3914619001106856,-1.4113011038878958,-1.5173634968340408,0.6951975034110192,0.6972670392041885,0.6961751948671359,14.597737624703639,14.609983813112455,14.596792951270928,0.7413247526659472,-1.2784182421162515,0.10543454433351496,0.1618360859774788,0.18478650917091513,0.18496558642866204,0.18470585657971414,0.0875546910110147,0.0876922075594102,0.08742899129224951
20.0,20.0,120.0,-60.0,0.0622712884661544,0.0589931781879647,0.06061391436889029,-1.244399351754095,-1.2722340947159827,-1.301685568629563,0.49142962006212826,0.493725171298487,0.4926689482176867,33.625975507659774,33.63285783007614,33.630169066495604,0.7413322683798669,-1.2784491268059854,0.20450906552592665,0.19997090395355527,0.39407975198196105,0.3942212571817986,0.39403454136321,0.06088400785306898,0.06103105936984356,0.060754269470035545
0.0,20.0,40.0,-60.0,0.0801602424136944,0.0786583107155854,0.07955676990929468,-2.0867896373985824,-2.11470226843958,-2.095625217185168,0.6344022391077537,0.6334253334599026,0.6331286301893443,11.972409680763674,11.964377990756303,11.966073528753695,0.7417742043646339,-2.0222969146985696,-7.463136131194154e-05,0.1488357405577058,0.15641537553937981,0.15641326923662308,0.15638452421305024,0.0796723082498971,0.07949141389813486,0.07960604158502792
90.0,0.0,30.0,90.0,0.281764425420445,0.2551956824978841,0.26453868406257625,0.759833744046487,0.3209934249200413,-0.9580119749597366,2.0904698807491338,2.088624472376758,2.086409511353879,5.67144055269413,5.66403540443589,5.654772165363778,0.7038512558625817,-0.5213763790065972,0.1368793915140421,0.06602817986575626,0.05185332159082419,0.052104793254261976,0.05196460708834845,0.26552069184339605,0.2650021074156761,0.26520848448009565
50.0,0.0,0.0,-90.0,0.1432402685518705,0.1334011548886353,0.138913506026556,2.0174335195618487,0.3691776925290224,-2.090331737321577,1.1015708742567065,1.0986378075786885,1.1029663768497806,1.8415809844242792,1.8301961137124256,1.834266702392906,0.7114520626070601,-0.5220437803063291,0.0005041696392468169,0.09182961544204059,0.05793881551049163,0.0575527882338297,0.05743702845715205,0.13935404361549997,0.1395461017823063,0.1398553659127718
50.0,20.0,50.0,90.0,0.1443799297307697,0.1432268442160266,0.14391386316607627,-0.7479468199685951,-0.7686272336309312,-1.0664745329604368,1.136572178054707,1.1360000079510848,1.1387701788396287,14.280566249902142,14.273584815167691,14.267550749469018,0.7386745976981337,-0.8929739317247166,0.2631577833177175,0.1587846482109872,0.17886855164163956,0.17847766213470256,0.17886031846943032,0.1437347776907302,0.14400159080557784,0.144086987451884
90.0,0.0,0.0,90.0,0.2411203307993402,0.2401526480605086,0.24057871308000753,3.138916728477182,-3.1406052486918647,-2.091374417234248,1.8985860355224016,1.898619392084418,1.8980480989515458,2.947061180984267,2.947243595938211,2.9456089179357376,0.7038512558625817,-0.5213763790065972,0.0008858383470927802,0.27329755568707337,0.09571701056189877,0.0957652010796395,0.09574967268003759,0.24070455666490187,0.24063638074348234,0.24062671523048001
0.0,50.0,30.0,120.0,0.1552477577581446,0.1548910833033067,0.155043379882535,-2.1011908626406903,-2.107402913693936,-2.0995504249013535,1.2271399095789606,1.2264591760347376,1.2285268974976309,10.118660408097256,10.110206446185252,10.114494586258521,0.778868336629026,-2.042320378418219,-0.0013900407625331741,0.28649438658005616,0.15441349671469198,0.15442404288800174,0.15440330838546615,0.15490753267011095,0.1550756614501645,0.15516052200569735
50.0,50.0,80.0,0.0,0.1611349030269651,0.1604664477020228,0.16085773056932093,-1.1707565312718815,-1.1760578614743225,-1.3440525629745792,1.2762483670089844,1.2747657853815615,1.276833976140772,23.280597614416962,23.273015289844775,23.276358959831153,0.7754715959546923,-1.2499187535032135,0.3856292710512848,0.4131956792713416,0.2937537067421195,0.2939929259484873,0.29398234130605805,0.16075881412551313,0.16083924702283495,0.16103354694853364
20.0,20.0,40.0,30.0,0.0941837704395746,0.0926331829934598,0.09364662436728213,-1.3636560276799337,-1.4032591141001816,-1.5352037027165455,0.7411734673990844,0.7419807627656945,0.7471755363773602,11.892408332688271,11.890558522161363,11.891575034712647,0.7413331549127241,-1.2784556698435503,0.09214489014744516,0.14717913724321338,0.15491112055573047,0.155065001378947,0.15516567747436233,0.09321842484789372,0.09399592135759999,0.09387961104829447
20.0,20.0,50.0,-90.0,0.0878482339693111,0.0875159743337248,0.08771464012929972,-1.3890510268930154,-1.409413936885812,-1.5156461739896259,0.6962094781609784,0.6988977359560922,0.6975917043508031,14.598280152694503,14.612274551731026,14.596238203173302,0.7412732719436131,-1.2782542709070202,0.1059277793679648,0.16198486660400027,0.18481076558791643,0.18501246597894588,0.18471291028005532,0.0877198216990214,0.08790859680059007,0.08756563659438546
0.0,20.0,40.0,0.0,0.0801665797787238,0.0786557897487388,0.07955633158003683,-2.086264608874786,-2.1146701125418392,-2.095166671138051,0.633126624908806,0.6336260166866068,0.634216886365001,11.975124960855347,11.969581678526755,11.96668191302291,0.7417844182000229,-2.0223793648485775,-2.3584332530908582e-06,0.14883674755403248,0.15645187597519147,0.1564004369761695,0.15638990503784572,0.07953326332340126,0.07965857798906506,0.07957997262546998
50.0,0.0,40.0,90.0,0.1378755513627378,0.1357827714923898,0.13721668846068763,-0.3171585339129754,-0.3548394039953195,-0.7561867663250749,1.0816371312385356,1.0817585270690169,1.0811723576687762,10.826883730567284,10.82623844253615,10.822516100002082,0.7115438113801812,-0.521938565574292,0.2022343446164496,0.04801915288534828,0.12681070623847576,0.12689516655492533,0.12682292873243178,0.13730844271029882,0.13725095401584794,0.1372358097011799
90.0,20.0,110.0,-90.0,0.2189556210653725,0.2177027807088492,0.21838009719795204,-0.4939273834355562,-0.5055518365694305,-0.7420801494013525,1.7236767792139789,1.7226680615941996,1.7216555978087114,30.432757088137127,30.435360119089328,30.419391123385015,0.7318771843477336,-0.7398865752028252,0.9031749700447457,0.20034657489116428,0.3545441375142565,0.3546701283812911,0.3544561573189565,0.2185688639279035,0.21833787180094855,0.21845640013848305
100.0,0.0,100.0,30.0,0.2439442537451194,0.2434487905959995,0.24370364476522213,-0.1881523698618962,-0.190132528163486,-0.4965260187164429,1.9186556790033953,1.9174020543724835,1.9168689046653065,26.752477284919458,26.748029774954848,26.73997240300872,0.701933521156827,-0.5211129991988543,0.8656677415235179,-0.02340133875197527,0.29715094446357376,0.29700492154881597,0.2969368176772006,0.24380594170213524,0.2435786273647493,0.24374365774549106
90.0,0.0,120.0,90.0,0.2055521858379606,0.2040774736387984,0.2048396860891998,-0.3041052727950748,-0.3161053483556708,-0.5237701068130834,1.612798292592867,1.6107091887477856,1.6147574158162732,32.706107115988154,32.70412319254812,32.695309973149506,0.7038512558625817,-0.5213763790065972,0.9034669597348682,0.00017709192635454392,0.36917197690595677,0.3690720604129997,0.36890209917093686,0.2046517269937081,0.2049150178290921,0.20514947160716504
