P,Q,V_mag,V_theta,I_max_tail,I_min_tail,I_avg_tail,Iphase_max_tail,Iphase_min_tail,Iphase_avg_tail,I1_avg_tail,I2_avg_tail,I3_avg_tail,V1_avg_tail,V2_avg_tail,V3_avg_tail,V_avg_tail,Vphase_avg_tail,P_avg_tail,Q_avg_tail
100.0,0.0,80.0,-30.0,2.002502958643365,1.9963056478505423,1.998265456592924,-1.2230499527842482,-1.2283982066282388,-1.2264256335912687,1.9978060747425028,1.9982430465161867,1.9986287440517456,21.195545377950186,21.201484206415845,21.188121962200903,21.173899021056673,-0.91259743918863,0.7173023471150048,0.03911267401751554
50.0,20.0,60.0,0.0,1.1389506466854369,1.1350244807704346,1.1379053612754488,-1.2767084495932068,-1.2858654507101213,-1.279400324940929,1.1370838949464679,1.1384930124357084,1.1384258237543023,17.004151605246825,17.006706984752963,16.998040015253718,16.976963505249117,-0.42506687811101873,0.3165996880967604,0.16898893877692658
90.0,0.0,80.0,120.0,1.8205734154524635,1.7983462754477988,1.8163234609704089,1.3563384919764518,1.333871400592155,1.351713928255971,1.815796945562043,1.8173185448784996,1.8169404245586764,21.351655686999507,21.36610198559307,21.368462968859816,21.339087201342373,1.6937699920158178,0.6606301706479286,0.03679930846222137
20.0,90.0,60.0,0.0,1.7287836030696226,1.7248305991134911,1.7272348352785827,-2.32235335820628,-2.327945078301759,-2.324391035816987,1.7266545721500446,1.7279358780607728,1.7274540945553472,19.06613429338038,19.071183691843803,19.05712620006405,19.004765402166537,-0.484281671654402,0.14401344227950522,0.6913162665234983
50.0,50.0,90.0,-60.0,1.4458156305178893,1.4162596362392206,1.4339472804569573,-2.6920486743011445,-2.7122898965947546,-2.703276684685747,1.4358206222011327,1.4333977479389812,1.432900472814693,26.152528710133154,26.15527266586161,26.15658907205956,26.04101345246383,-1.502754366029105,0.5052462010323768,0.49827992941816746
0.0,50.0,80.0,120.0,0.3078982079569933,0.2865273815380707,0.3037182600244076,1.5391972889170216,1.503091303749463,1.5148433711848088,0.30415039862384513,0.3042384240493915,0.3047443050380564,21.810743453234192,21.817394576383364,21.82399563077918,21.79102331200736,1.589611749015606,0.10324919747426609,-0.04929559402086566
0.0,100.0,80.0,-30.0,1.9281046707675704,1.914047551729304,1.920703820323977,-3.1314769171350685,-3.1386237234335206,-3.1352410161217423,1.9216424938629049,1.9209359651311553,1.9210795213999068,25.03402370706012,25.042814635683275,25.03285606877491,24.88692414488972,-1.0468076047241612,0.0068360074434829455,0.9999050171863113
50.0,50.0,40.0,0.0,1.561290348128,1.5498117098216877,1.5580378958499228,-1.5158891098751524,-1.549437716191585,-1.5256654742868103,1.5574981041008369,1.558670775763528,1.558552832704137,12.296166227801447,12.291765930750124,12.286344703451622,12.264123365248116,-0.3527741541885339,0.26379033134381646,0.3167909382671771
100.0,0.0,10.0,-60.0,2.1227274654303696,2.090968618691817,2.1032842613990046,3.134857670651165,-3.140371693575064,0.12803889144766353,2.1021931179538322,2.1033201955067544,2.10843175068808,5.148104799597815,5.1492538723239605,5.1479232174691,5.050851936922111,-1.5007768832110762,0.004906288831518424,0.3794106928078293
0.0,50.0,40.0,120.0,1.2051271121532854,1.1594788988383806,1.1828467883639593,-0.5112675170500508,-0.6330380527469956,-0.5443618747178646,1.1838426023913093,1.1860619269592734,1.1844827709359709,12.843359274603996,12.851748053405474,12.849286190769638,12.799770754059878,1.5676210718712213,-0.004618989010743379,0.32613949765356026
